QGC WPL 110
0	1	0	16	0	0	0	0	33.194562	-87.481341	130.000000	1
1	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19497620	-87.48137350	30.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19495420	-87.48120750	30.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19489040	-87.48105770	30.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19479090	-87.48093880	30.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19466550	-87.48086250	30.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19452660	-87.48083620	30.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19438760	-87.48086250	30.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19426230	-87.48093880	30.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19416280	-87.48105770	30.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19409890	-87.48120750	30.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19407690	-87.48137350	30.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19409890	-87.48153960	30.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19416280	-87.48168940	30.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19426230	-87.48180830	30.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19438760	-87.48188460	30.000000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19452660	-87.48191090	30.000000	1
17	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19466550	-87.48188460	30.000000	1
18	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19479090	-87.48180830	30.000000	1
19	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19489040	-87.48168940	30.000000	1
20	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19495420	-87.48153960	30.000000	1
21	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	33.19497620	-87.48137350	30.000000	1
